fen,score_cp
"7r/1pk4p/3n1pp1/1K2p3/8/R4N2/5PPP/8 w - - 3 40",-302
"7r/1pk4p/3n1pp1/4p3/1K6/R4N2/5PPP/8 b - - 4 40",248
"3r4/1pk4p/3n1pp1/4p3/1K6/R4N2/5PPP/8 w - - 5 41",-251
"3r4/Rpk4p/3n1pp1/4p3/1K6/5N2/5PPP/8 b - - 6 41",338
"3r4/Rp5p/1k1n1pp1/4p3/1K6/5N2/5PPP/8 w - - 7 42",-243
"3r4/1p5p/1k1n1pp1/4p3/RK6/5N2/5PPP/8 b - - 8 42",233
"3r4/1p5p/1k3pp1/4pn2/RK6/5N2/5PPP/8 w - - 9 43",-245
"3r4/1p5p/1k3pp1/4Nn2/RK6/8/5PPP/8 b - - 0 43",472
"3r4/1p5p/1k4p1/4pn2/RK6/8/5PPP/8 w - - 0 44",-491
"3r4/1p5p/1k4p1/4pn2/R7/2K5/5PPP/8 b - - 1 44",470
"3r4/1p6/1k4p1/4pn1p/R7/2K5/5PPP/8 w - - 0 45",-458
"3r4/1p6/1k4p1/4pn1p/1R6/2K5/5PPP/8 b - - 1 45",476
"3r4/1p6/2k3p1/4pn1p/1R6/2K5/5PPP/8 w - - 2 46",-496
"3r4/1p6/2k3p1/4pn1p/4R3/2K5/5PPP/8 b - - 3 46",498
"3r4/1p6/6p1/3kpn1p/4R3/2K5/5PPP/8 w - - 4 47",-500
"3r4/1p6/6p1/3kpn1p/1R6/2K5/5PPP/8 b - - 5 47",523
"3r4/1p6/3n2p1/3kp2p/1R6/2K5/5PPP/8 w - - 6 48",-520
"3r4/1p6/3n2p1/3kp2p/1R6/2K2P2/6PP/8 b - - 0 48",519
"3r4/8/3n2p1/1p1kp2p/1R6/2K2P2/6PP/8 w - - 0 49",-526
"3r4/8/3n2p1/1p1kp2p/1R5P/2K2P2/6P1/8 b - - 0 49",528
"3r4/8/3n2p1/1pk1p2p/1R5P/2K2P2/6P1/8 w - - 1 50",-552
"3r4/8/3n2p1/1pk1p2p/7P/2K2P2/1R4P1/8 b - - 2 50",564
"3r4/8/3n2p1/1pk4p/4p2P/2K2P2/1R4P1/8 w - - 0 51",-537
"3r4/8/3n2p1/1pk4p/4P2P/2K5/1R4P1/8 b - - 0 51",543
"3r4/8/6p1/1pk4p/4n2P/2K5/1R4P1/8 w - - 0 52",-593
"3r4/8/6p1/1pk4p/4n2P/1K6/1R4P1/8 b - - 1 52",582
"8/8/6p1/1pk4p/3rn2P/1K6/1R4P1/8 w - - 2 53",-593
"8/8/6p1/1pk4p/3rn2P/1K6/2R3P1/8 b - - 3 53",620
"8/8/6p1/1p1k3p/3rn2P/1K6/2R3P1/8 w - - 4 54",-626
"8/2R5/6p1/1p1k3p/3rn2P/1K6/6P1/8 b - - 5 54",599
"8/2R5/6p1/3k3p/1p1rn2P/1K6/6P1/8 w - - 0 55",-563
"8/3R4/6p1/3k3p/1p1rn2P/1K6/6P1/8 b - - 1 55",585
"8/3R4/3n2p1/3k3p/1p1r3P/1K6/6P1/8 w - - 2 56",-674
"8/6R1/3n2p1/3k3p/1p1r3P/1K6/6P1/8 b - - 3 56",640
"8/6R1/3n2p1/3k3p/1p4rP/1K6/6P1/8 w - - 4 57",-698
"8/7R/3n2p1/3k3p/1p4rP/1K6/6P1/8 b - - 5 57",729
"8/7R/3n2p1/3k3p/1p5P/1K6/6r1/8 w - - 0 58",-717
"8/R7/3n2p1/3k3p/1p5P/1K6/6r1/8 b - - 1 58",714
"8/R7/3n2p1/3k3p/1p4rP/1K6/8/8 w - - 2 59",-714
"8/8/3n2p1/R2k3p/1p4rP/1K6/8/8 b - - 3 59",759
"8/8/3nk1p1/R6p/1p4rP/1K6/8/8 w - - 4 60",-788
"8/8/3nk1p1/7p/Rp4rP/1K6/8/8 b - - 5 60",800
"8/8/3nk1p1/7p/Rp5r/1K6/8/8 w - - 0 61",-800
"8/8/3nk1p1/7p/1R5r/1K6/8/8 b - - 0 61",815
"8/8/3nk1p1/7p/1R6/1K6/7r/8 w - - 1 62",-804
"8/8/3nk1p1/7p/R7/1K6/7r/8 b - - 2 62",842
"8/8/3nk1p1/8/R6p/1K6/7r/8 w - - 0 63",-850
"8/8/3nk1p1/8/1R5p/1K6/7r/8 b - - 1 63",874
"8/8/3nk1p1/8/1R6/1K5p/7r/8 w - - 0 64",-873
"8/8/3nk1p1/8/6R1/1K5p/7r/8 b - - 1 64",889
"8/8/3n1kp1/8/6R1/1K5p/7r/8 w - - 2 65",-895
"8/8/3n1kp1/8/7R/1K5p/7r/8 b - - 3 65",916
"8/8/3n1k2/6p1/7R/1K5p/7r/8 w - - 0 66",-905
"8/8/3n1k1R/6p1/8/1K5p/7r/8 b - - 1 66",934
"8/8/3n3R/4k1p1/8/1K5p/7r/8 w - - 2 67",-905
"8/8/3n4/4k1pR/8/1K5p/7r/8 b - - 3 67",913
"8/8/3n4/5kpR/8/1K5p/7r/8 w - - 4 68",-938
"8/8/3n3R/5kp1/8/1K5p/7r/8 b - - 5 68",913
"8/8/7R/5kp1/4n3/1K5p/7r/8 w - - 6 69",-916
"8/8/1R6/5kp1/4n3/1K5p/7r/8 b - - 7 69",1043
"8/8/1R6/5kp1/4n3/1K5p/3r4/8 w - - 8 70",-1011
"8/8/1R6/5kp1/2K1n3/7p/3r4/8 b - - 9 70",1014
"8/8/1R6/5kp1/2K1n3/8/3r3p/8 w - - 0 71",-1033
"8/8/8/5kp1/2K1n3/8/3r3p/1R6 b - - 1 71",1080
"8/8/8/5k2/2K1n1p1/8/3r3p/1R6 w - - 0 72",-1084
"8/8/8/5k2/2K1n1p1/8/3r3p/2R5 b - - 1 72",1281
"8/8/8/4k3/2K1n1p1/8/3r3p/2R5 w - - 2 73",-1131
"8/8/8/4k3/4n1p1/1K6/3r3p/2R5 b - - 3 73",1253
"8/8/8/4k3/4n3/1K4p1/3r3p/2R5 w - - 0 74",-1327
"8/8/8/4k3/4n3/1K4p1/3r3p/7R b - - 1 74",1293
"8/8/8/4k3/4n3/1K1r2p1/7p/7R w - - 2 75",-1304
"8/8/8/4k3/1K2n3/3r2p1/7p/7R b - - 3 75",1851
"8/8/8/4k3/1K2n3/3r4/6pp/7R w - - 0 76",-1518
"8/8/8/4k3/1K2n3/3r4/6pR/8 b - - 0 76",1283
"rnbqkb1r/ppp2ppp/4p3/7n/2Pp2Q1/4P3/PP3PPP/RN2KBNR w KQkq - 0 7",-365
"rnbqkb1r/ppp2ppp/4p3/7n/2PQ4/4P3/PP3PPP/RN2KBNR b KQkq - 0 7",411
"rnb1kb1r/ppp2ppp/4p3/6qn/2PQ4/4P3/PP3PPP/RN2KBNR w KQkq - 1 8",869
"rnb1kb1r/ppp2ppp/4p3/6qn/2PQ4/4PN2/PP3PPP/RN2KB1R b KQkq - 2 8",353
"rnb1kb1r/ppp2ppp/4pq2/7n/2PQ4/4PN2/PP3PPP/RN2KB1R w KQkq - 3 9",285
"rnb1kb1r/ppp2ppp/4pq2/7n/2P5/4PN2/PP1Q1PPP/RN2KB1R b KQkq - 4 9",357
"rnb1kbr1/ppp2ppp/4pq2/7n/2P5/4PN2/PP1Q1PPP/RN2KB1R w KQq - 5 10",-31
"rnb1kbr1/ppp2ppp/4pq2/7n/2P5/4PN2/PPQ2PPP/RN2KB1R b KQq - 6 10",240
"rnb1k1r1/ppp2ppp/4pq2/7n/1bP5/4PN2/PPQ2PPP/RN2KB1R w KQq - 7 11",-365
"rnb1k1r1/ppp2ppp/4pq2/7n/1bP5/2N1PN2/PPQ2PPP/R3KB1R b KQq - 8 11",354
"rnb1k1r1/ppp2ppp/4pq2/7n/2P5/2b1PN2/PPQ2PPP/R3KB1R w KQq - 0 12",-303
"rnb1k1r1/ppp2ppp/4pq2/7n/2P5/2P1PN2/P1Q2PPP/R3KB1R b KQq - 0 12",334
"rnbqk1r1/ppp2ppp/4p3/7n/2P5/2P1PN2/P1Q2PPP/R3KB1R w KQq - 1 13",259
"rnbqk1r1/ppp2ppQ/4p3/7n/2P5/2P1PN2/P4PPP/R3KB1R b KQq - 0 13",630
"rnbqk1r1/ppp2ppQ/4pn2/8/2P5/2P1PN2/P4PPP/R3KB1R w KQq - 1 14",-608
"rnbqk1Q1/ppp2pp1/4pn2/8/2P5/2P1PN2/P4PPP/R3KB1R b KQq - 0 14",607
"rnbqk1n1/ppp2pp1/4p3/8/2P5/2P1PN2/P4PPP/R3KB1R w KQq - 0 15",-660
"rnbqk1n1/ppp2pp1/4p3/8/2PN4/2P1P3/P4PPP/R3KB1R b KQq - 1 15",1091
"rnb1k1n1/ppp2pp1/4pq2/8/2PN4/2P1P3/P4PPP/R3KB1R w KQq - 2 16",-650
"rnb1k1n1/ppp2pp1/4pq2/8/2PN1P2/2P1P3/P5PP/R3KB1R b KQq - 0 16",753
"rnb1k1n1/ppp2pp1/4p1q1/8/2PN1P2/2P1P3/P5PP/R3KB1R w KQq - 1 17",-773
"rnb1k1n1/ppp2pp1/4p1q1/5P2/2PN4/2P1P3/P5PP/R3KB1R b KQq - 0 17",1040
"rnb1k1n1/ppp2pp1/4p3/5P1q/2PN4/2P1P3/P5PP/R3KB1R w KQq - 1 18",-160
"rnb1k1n1/ppp2pp1/4p3/5P1q/2PN4/2P1P3/P3B1PP/R3K2R b KQq - 2 18",913
"rnb1k1n1/ppp2pp1/4p3/5Pq1/2PN4/2P1P3/P3B1PP/R3K2R w KQq - 3 19",-929
"rnb1k1n1/ppp2pp1/4p3/1N3Pq1/2P5/2P1P3/P3B1PP/R3K2R b KQq - 4 19",985
"r1b1k1n1/ppp2pp1/n3p3/1N3Pq1/2P5/2P1P3/P3B1PP/R3K2R w KQq - 5 20",-956
"r1b1k1n1/ppp2pp1/n3p3/1N3Pq1/2P5/2P1P3/P3B1PP/R4RK1 b q - 6 20",1065
"r1b1k1n1/ppp2pp1/n3p3/1N3P2/2P5/2P1q3/P3B1PP/R4RK1 w q - 0 21",-878
"r1b1k1n1/ppp2pp1/n3p3/1N3P2/2P5/2P1q3/P3BRPP/R5K1 b q - 1 21",1185
"r1b1k1n1/ppp2pp1/n7/1N2pP2/2P5/2P1q3/P3BRPP/R5K1 w q - 0 22",-1089
"r1b1k1n1/ppp2pp1/n7/1N2pP2/2P5/2P1q3/P3BRPP/3R2K1 b q - 1 22",1082
"r1b1k3/ppp2pp1/n4n2/1N2pP2/2P5/2P1q3/P3BRPP/3R2K1 w q - 2 23",-562
"r1b1k3/ppp2pp1/n4n2/1N2pP2/2P5/2PRq3/P3BRPP/6K1 b q - 3 23",1014
"r1b1k3/ppp2pp1/n4n2/1N2pP2/2P1q3/2PR4/P3BRPP/6K1 w q - 4 24",-688
"r1b1k3/ppp2pp1/n4n2/1N2pP2/2P1q3/2P2R2/P3BRPP/6K1 b q - 5 24",1030
"1rb1k3/ppp2pp1/n4n2/1N2pP2/2P1q3/2P2R2/P3BRPP/6K1 w - - 6 25",-410
"1rb1k3/ppp2pp1/n4n2/1N2pP2/2P1q3/2PB1R2/P4RPP/6K1 b - - 7 25",818
"1rb1k3/ppp2pp1/n4n2/1N2pP2/2P3q1/2PB1R2/P4RPP/6K1 w - - 8 26",-486
"1rb1k3/ppp2pp1/n4n2/1N2pP2/2P3q1/2PB2R1/P4RPP/6K1 b - - 9 26",814
"1rb1k3/ppp2pp1/n4n2/1N2pP1q/2P5/2PB2R1/P4RPP/6K1 w - - 10 27",-471
"1rb1k3/ppp2pR1/n4n2/1N2pP1q/2P5/2PB4/P4RPP/6K1 b - - 0 27",901
"1rb1k3/ppp2pR1/n4n2/1N2pP2/2P5/2PB4/P4RPP/3q2K1 w - - 1 28",-883
"1rb1k3/ppp2pR1/n4n2/1N2pP2/2P5/2P5/P4RPP/3q1BK1 b - - 2 28",1325
"1rb1k3/ppp2pR1/n4n2/1N2pP2/2P5/2P5/P4RPP/4qBK1 w - - 3 29",-429
"1rb1k3/ppp2pR1/n4n2/1N2pP2/2P5/2P5/P3R1PP/4qBK1 b - - 4 29",516
"1rb1k3/ppp2pR1/n4n2/1N2pP2/2P5/2P5/P3R1PP/1q3BK1 w - - 5 30",-516
"1rb1k3/ppp2pR1/n4n2/1N2RP2/2P5/2P5/P5PP/1q3BK1 b - - 0 30",923
"1rb2k2/ppp2pR1/n4n2/1N2RP2/2P5/2P5/P5PP/1q3BK1 w - - 1 31",-518
"1rb2k2/ppp2p2/n4n2/1N2RPR1/2P5/2P5/P5PP/1q3BK1 b - - 2 31",809
"1rb2k2/ppp2p2/n7/1N2RPR1/2P1n3/2P5/P5PP/1q3BK1 w - - 3 32",-317
"1rb2k2/ppp2p2/n7/4RPR1/2P1n3/N1P5/P5PP/1q3BK1 b - - 4 32",906
"1rb2k2/ppp2p2/nq6/4RPR1/2P1n3/N1P5/P5PP/5BK1 w - - 5 33",-922
"1rb2k2/ppp2p2/nq6/2P1RPR1/4n3/N1P5/P5PP/5BK1 b - - 0 33",1020
"1rb2k2/ppp2p2/1q6/2n1RPR1/4n3/N1P5/P5PP/5BK1 w - - 0 34",-673
"1rb2k2/ppp2p2/1q6/2n1RPR1/2N1n3/2P5/P5PP/5BK1 b - - 1 34",798
"1rb2k2/ppp2p2/2q5/2n1RPR1/2N1n3/2P5/P5PP/5BK1 w - - 2 35",-709
"1rb2k2/ppp2p2/2q5/N1n1RPR1/4n3/2P5/P5PP/5BK1 b - - 3 35",850
"1rb2k2/ppp2p2/5q2/N1n1RPR1/4n3/2P5/P5PP/5BK1 w - - 4 36",-1149
"1rb2k2/ppp2p2/5q2/N1R2PR1/4n3/2P5/P5PP/5BK1 b - - 0 36",1080
"1rb2k2/ppp2p2/5q2/N1n2PR1/8/2P5/P5PP/5BK1 w - - 0 37",-976
"1rb2k2/ppp2p2/5q2/N1n2P2/8/2P3R1/P5PP/5BK1 b - - 1 37",1134
"1rb2k2/ppp2p2/5q2/N4P2/4n3/2P3R1/P5PP/5BK1 w - - 2 38",-1274
"1rb2k2/ppp2p2/5q2/N4P2/4n3/2P2R2/P5PP/5BK1 b - - 3 38",1268
"1rb2k2/ppp2p2/1q6/N4P2/4n3/2P2R2/P5PP/5BK1 w - - 4 39",-1244
"1rb2k2/ppp2p2/1q6/N4P2/4n3/2P2R2/P5PP/5B1K b - - 5 39",1252
"1rb2k2/ppp2p2/8/q4P2/4n3/2P2R2/P5PP/5B1K w - - 0 40",-1283
"1rb2k2/ppp2p2/5P2/q7/4n3/2P2R2/P5PP/5B1K b - - 0 40",1392
"1r3k2/ppp2p2/4bP2/q7/4n3/2P2R2/P5PP/5B1K w - - 1 41",-1363
"1r3k2/ppp2p2/4bP2/q7/4n3/2P1R3/P5PP/5B1K b - - 2 41",1343
"1r3k2/ppp2p2/4bP2/5q2/4n3/2P1R3/P5PP/5B1K w - - 3 42",-1112
"1r3k2/ppp2p2/4bP2/5q2/4n3/2P2R2/P5PP/5B1K b - - 4 42",1437
"1r3k2/ppp2p2/4bP2/4q3/4n3/2P2R2/P5PP/5B1K w - - 5 43",-1296
"1r3k2/ppp2p2/4bP2/4q3/4n3/P1P2R2/6PP/5B1K b - - 0 43",1506
"1r3k2/ppp2p2/5P2/4q3/4n1b1/P1P2R2/6PP/5B1K w - - 1 44",-1584
"1r3k2/ppp2p2/5P2/4q3/4n1b1/P1P2R1P/6P1/5B1K b - - 0 44",1579
"1r3k2/ppp2p2/5P2/4q3/4n3/P1P2b1P/6P1/5B1K w - - 0 45",-1579
"1r3k2/ppp2p2/5P2/4q3/4n3/P1P2P1P/8/5B1K b - - 0 45",1666
"1r3k2/ppp2p2/5P2/4q3/8/P1P2P1P/3n4/5B1K w - - 1 46",-1648
"1r3k2/ppp2p2/5P2/4q3/8/P1P2P1P/3n2B1/7K b - - 2 46",1700
"1r3k2/ppp2p2/5P2/8/8/P1q2P1P/3n2B1/7K w - - 0 47",-1677
"1r3k2/ppp2p2/5P2/8/P7/2q2P1P/3n2B1/7K b - - 0 47",1801
"1r3k2/ppp2p2/5P2/8/P7/2q2n1P/6B1/7K w - - 0 48",-1718
"1r3k2/ppp2p2/5P2/8/P7/5n1P/3q4/5B1K w - - 2 49",-1534
"rn1qkbnr/ppp2ppp/b2P4/8/3Q4/8/PP2PPPP/RNB1KBNR w KQkq - 2 6",169
"rn2kbnr/ppp1qppp/b2P4/8/4Q3/8/PP2PPPP/RNB1KBNR w KQkq - 4 7",870
"rn2kbnr/ppp1Pppp/b7/8/4Q3/8/PP2PPPP/RNB1KBNR b KQkq - 0 7",-852
"rn2kb1r/ppp1nppp/b7/8/4Q3/8/PP2PPPP/RNB1KBNR w KQkq - 0 8",1437
"rn2kb1r/ppp1nppp/b7/8/4Q3/4P3/PP3PPP/RNB1KBNR b KQkq - 0 8",-1200
"rn2kb1r/ppp1n1pp/b7/5p2/4Q3/4P3/PP3PPP/RNB1KBNR w KQkq - 0 9",1483
"rn2kb1r/ppp1n1pp/b3Q3/5p2/8/4P3/PP3PPP/RNB1KBNR b KQkq - 1 9",-1483
"rn1k1b1r/ppp1n1pp/b3Q3/5p2/8/4P3/PP3PPP/RNB1KBNR w KQ - 2 10",1545
"rn1k1b1r/ppp1n1pp/b3Q3/5p2/8/2N1P3/PP3PPP/R1B1KBNR b KQ - 3 10",-1542
"rn1k1b1r/ppp1n1pp/4Q3/5p2/8/2N1P3/PP3PPP/R1B1KbNR w KQ - 0 11",1520
"rn1k1b1r/ppp1n1pp/4Q3/5p2/8/2N1P3/PP3PPP/R1B2KNR b - - 0 11",-1500
"r2k1b1r/ppp1n1pp/2n1Q3/5p2/8/2N1P3/PP3PPP/R1B2KNR w - - 1 12",1615
"r2k1b1r/ppp1n1pp/2n1Q3/5p2/8/2N1PN2/PP3PPP/R1B2K1R b - - 2 12",-1578
"r2k1b1r/ppp1n2p/2n1Q1p1/5p2/8/2N1PN2/PP3PPP/R1B2K1R w - - 0 13",1696
"r2k1b1r/ppp1nQ1p/2n3p1/5p2/8/2N1PN2/PP3PPP/R1B2K1R b - - 1 13",-1566
"r2k3r/ppp1nQ1p/2n3pb/5p2/8/2N1PN2/PP3PPP/R1B2K1R w - - 2 14",1581
"r2k3r/ppp1n2p/2n1Q1pb/5p2/8/2N1PN2/PP3PPP/R1B2K1R b - - 3 14",10
"r2k1b1r/ppp1n2p/2n1Q1p1/1N3p2/8/4PN2/PP3PPP/R1B2K1R b - - 5 15",-1589
"r2k1b1r/1pp1n2p/2n1Q1p1/pN3p2/8/4PN2/PP3PPP/R1B2K1R w - - 0 16",1827
"r2k1b1r/1pp1n2p/2n1Q1p1/pN3p2/8/4PN2/PP2KPPP/R1B4R b - - 1 16",-1341
"r2k3r/1pp1n2p/2n1Q1pb/pN3p2/8/4PN2/PP2KPPP/R1B4R w - - 2 17",1897
"r2k3r/1pp1n2p/2n1Q1pb/pN3p2/8/4PN2/PP2KPPP/R1BR4 b - - 3 17",-1934
"r3k2r/1pp1n2p/2n1Q1pb/pN3p2/8/4PN2/PP2KPPP/R1BR4 w - - 4 18",2126
"r3k2r/1pp1n2p/2n2Qpb/pN3p2/8/4PN2/PP2KPPP/R1BR4 b - - 5 18",-1911
"2r1k2r/1pp1n2p/2n2Qpb/pN3p2/8/4PN2/PP2KPPP/R1BR4 w - - 6 19",1867
"2r1k2Q/1pp1n2p/2n3pb/pN3p2/8/4PN2/PP2KPPP/R1BR4 b - - 0 19",-2163
"2r4Q/1pp1nk1p/2n3pb/pN3p2/8/4PN2/PP2KPPP/R1BR4 w - - 1 20",2141
"2r5/1pp1nk1Q/2n3pb/pN3p2/8/4PN2/PP2KPPP/R1BR4 b - - 0 20",-2204
"2r5/1pp1nkbQ/2n3p1/pN3p2/8/4PN2/PP2KPPP/R1BR4 w - - 1 21",2105
"2r5/1pp1nkbQ/2n3p1/pN3pN1/8/4P3/PP2KPPP/R1BR4 b - - 2 21",-2140
"2r5/1pp1n1bQ/2n2kp1/pN3pN1/8/4P3/PP2KPPP/R1BR4 w - - 3 22",2000
"2r5/1pp1n1bQ/2n1Nkp1/pN3p2/8/4P3/PP2KPPP/R1BR4 b - - 4 22",-2130
"2r5/1pp1n1bQ/2n1k1p1/pN3p2/8/4P3/PP2KPPP/R1BR4 w - - 0 23",2096
"2r5/1pp1n1Q1/2n1k1p1/pN3p2/8/4P3/PP2KPPP/R1BR4 b - - 0 23",-2033
"2r5/1pp1n1Q1/4k1p1/pN3p2/1n6/4P3/PP2KPPP/R1BR4 w - - 1 24",2555
"2r5/1pp1n1Q1/4k1p1/p4p2/1n1N4/4P3/PP2KPPP/R1BR4 b - - 2 24",-2745
"2r5/1ppkn1Q1/6p1/p4p2/1n1N4/4P3/PP2KPPP/R1BR4 w - - 3 25",2549
"2r5/1ppkn1Q1/6p1/p4N2/1n6/4P3/PP2KPPP/R1BR4 b - - 0 25",-2543
"2r5/1pp1n1Q1/4k1p1/p4N2/1n6/4P3/PP2KPPP/R1BR4 w - - 1 26",21573
"2r5/1pp1Q3/4k1p1/p4N2/1n6/4P3/PP2KPPP/R1BR4 b - - 0 26",-20887
"2r5/1pp1Q3/6p1/p4k2/1n6/4P3/PP2KPPP/R1BR4 w - - 0 27",20883
"2r5/1pp1Q3/6p1/p4k2/1n6/4P1P1/PP2KP1P/R1BR4 b - - 0 27",-2333
"2r5/2p1Q3/6p1/pp3k2/1n6/4P1P1/PP2KP1P/R1BR4 w - - 0 28",20902
"rnb1k1nr/ppppqppp/1b6/4p3/1PB1P3/2N2N2/P1PP1PPP/R1BQK2R w KQkq - 1 7",282
"rnb1k1nr/pppp1ppp/1b6/3Np3/1qB1P3/5N2/P1PP1PPP/R1BQK2R w KQkq - 0 8",944
"rnb1k1nr/pppp1ppp/1b6/4p3/1NB1P3/5N2/P1PP1PPP/R1BQK2R b KQkq - 0 8",-944
"rnb1k2r/pppp1ppp/1b3n2/4p3/1NB1P3/5N2/P1PP1PPP/R1BQK2R w KQkq - 1 9",1005
"rnb1k2r/pppp1ppp/1b3n2/4p3/1NBPP3/5N2/P1P2PPP/R1BQK2R b KQkq - 0 9",-949
"rnb1k2r/pppp1ppp/1b6/4p3/1NBPn3/5N2/P1P2PPP/R1BQK2R w KQkq - 0 10",1093
"rnb1k2r/pppp1ppp/1b6/4N3/1NBPn3/8/P1P2PPP/R1BQK2R b KQkq - 0 10",-691
"rnb1k2r/pppp1ppp/8/b3N3/1NBPn3/8/P1P2PPP/R1BQK2R w KQkq - 1 11",989
"rnb1k2r/pppp1ppp/8/b3N3/1NBPn3/8/P1P2PPP/1RBQK2R b Kkq - 2 11",-636
"rnb1k2r/pppp1ppp/8/b3N3/1NBP4/2n5/P1P2PPP/1RBQK2R w Kkq - 3 12",1875
"rnb1k2r/pppp1ppp/8/b3N3/1NBP4/2n2Q2/P1P2PPP/1RB1K2R b Kkq - 4 12",-1060
"rnb1k2r/pppp1Qpp/8/b3N3/1NBP4/8/P1P2PPP/1nB1K2R b Kkq - 0 13",-508
"rnbqk2r/pppp1ppp/8/4p3/4n3/1P6/P1PP1QPP/RNB1KBNR w KQkq - 0 6",107
"rnbqk2r/pppp1ppp/8/4pQ2/4n3/1P6/P1PP2PP/RNB1KBNR b KQkq - 1 6",275
"rnb1k2r/pppp1ppp/5q2/4pQ2/4n3/1P6/P1PP2PP/RNB1KBNR w KQkq - 2 7",389
"rnb1k2r/pppp1ppp/5q2/4p3/4Q3/1P6/P1PP2PP/RNB1KBNR b KQkq - 0 7",-395
"rnb1k2r/pppp1pp1/5q1p/4p3/4Q3/1P6/P1PP2PP/RNB1KBNR w KQkq - 0 8",967
"rnb1k2r/pppp1pp1/5q1p/4p3/2B1Q3/1P6/P1PP2PP/RNB1K1NR b KQkq - 1 8",-367
"r1b1k2r/pppp1pp1/2n2q1p/4p3/2B1Q3/1P6/P1PP2PP/RNB1K1NR w KQkq - 2 9",1005
"r1b1k2r/pppp1pp1/2n2q1p/4p3/2B1Q3/1P3N2/P1PP2PP/RNB1K2R b KQkq - 3 9",-538
"r1b1k2r/pppp1pp1/2nq3p/4p3/2B1Q3/1P3N2/P1PP2PP/RNB1K2R w KQkq - 4 10",1040
"r1b1k2r/pppp1pp1/2nq3p/4p3/2B1Q3/1P3N2/P1PP2PP/RNB2RK1 b kq - 5 10",-693
"r1b1k2r/pppp2p1/2nq3p/4pp2/2B1Q3/1P3N2/P1PP2PP/RNB2RK1 w kq - 0 11",1018
"r1b1k2r/pppp2p1/2nq3p/4pQ2/2B5/1P3N2/P1PP2PP/RNB2RK1 b kq - 0 11",-761
"r1b1k2r/pppp2p1/2nq3p/5Q2/2B1p3/1P3N2/P1PP2PP/RNB2RK1 w kq - 0 12",1215
"r1b1k2r/pppp2p1/2nq3p/5Q2/2B1p3/BP3N2/P1PP2PP/RN3RK1 b kq - 1 12",-1148
"r1b1k2r/pppp2p1/2n2q1p/5Q2/2B1p3/BP3N2/P1PP2PP/RN3RK1 w kq - 2 13",1148
"r1b1k2r/pppp2p1/2n2Q1p/8/2B1p3/BP3N2/P1PP2PP/RN3RK1 b kq - 0 13",-1148
"r1b1k2r/pppp4/2n2p1p/8/2B1p3/BP3N2/P1PP2PP/RN3RK1 w kq - 0 14",1258
"r1b1k2r/pppp4/2n2p1p/8/2B1p3/BP3N2/P1PP2PP/RN2R1K1 b kq - 1 14",-1106
"r1b1k2r/pppp4/2n4p/5p2/2B1p3/BP3N2/P1PP2PP/RN2R1K1 w kq - 0 15",1185
"r1b1k2r/pppp4/2n4p/5p2/2B1p3/BP1P1N2/P1P3PP/RN2R1K1 b kq - 0 15",-1084
"r1bk3r/pppp4/2n4p/5p2/2B1p3/BP1P1N2/P1P3PP/RN2R1K1 w - - 1 16",1144
"r1bk3r/pppp4/2n4p/5p2/2B1p3/1P1P1N2/PBP3PP/RN2R1K1 b - - 2 16",-1002
"r1bk3r/pppp4/2n4p/5p2/2B5/1P1P1p2/PBP3PP/RN2R1K1 w - - 0 17",1182
"r1bk3r/pppp4/2n2B1p/5p2/2B5/1P1P1p2/P1P3PP/RN2R1K1 b - - 1 17",-1218
"r1bk3r/ppppn3/5B1p/5p2/2B5/1P1P1p2/P1P3PP/RN2R1K1 w - - 2 18",1127
"r1bk3r/ppppR3/5B1p/5p2/2B5/1P1P1p2/P1P3PP/RN4K1 b - - 0 18",-786
"r1bk1r2/ppppR3/5B1p/5p2/2B5/1P1P1p2/P1P3PP/RN4K1 w - - 1 19",881
"r1bk1r2/pppp4/4RB1p/5p2/2B5/1P1P1p2/P1P3PP/RN4K1 b - - 2 19",-876
"r1bk4/pppp4/4Rr1p/5p2/2B5/1P1P1p2/P1P3PP/RN4K1 w - - 0 20",876
"r1bk4/pppp4/5R1p/5p2/2B5/1P1P1p2/P1P3PP/RN4K1 b - - 0 20",-828
"r1bk4/pppp4/5R1p/5p2/2B5/1P1P4/P1P3pP/RN4K1 w - - 0 21",833
"r1bk4/pppp4/7p/5R2/2B5/1P1P4/P1P3pP/RN4K1 b - - 0 21",-838
"r1bk4/p1pp4/1p5p/5R2/2B5/1P1P4/P1P3pP/RN4K1 w - - 0 22",880
"r1bk4/p1pp4/1p5p/3B1R2/8/1P1P4/P1P3pP/RN4K1 b - - 1 22",-847
"r1bk4/p1p5/1p1p3p/3B1R2/8/1P1P4/P1P3pP/RN4K1 w - - 0 23",1113
"r1bk4/p1p5/1p1p3p/3B4/8/1P1P1R2/P1P3pP/RN4K1 b - - 1 23",-904
"1rbk4/p1p5/1p1p3p/3B4/8/1P1P1R2/P1P3pP/RN4K1 w - - 2 24",945
"1rbk4/p1p5/1p1p3p/3B4/8/1PNP1R2/P1P3pP/R5K1 b - - 3 24",-962
"1rbk4/p1p5/3p3p/1p1B4/8/1PNP1R2/P1P3pP/R5K1 w - - 0 25",986
"1rbk4/p1p5/3p3p/1p1B4/1P6/2NP1R2/P1P3pP/R5K1 b - - 0 25",-850
